"school";"sex";"age";"address";"famsize";"Pstatus";"Medu";"Fedu";"Mjob";"Fjob";"reason";"guardian";"traveltime";"studytime";"failures";"schoolsup";"famsup";"paid";"activities";"nursery";"higher";"internet";"romantic";"famrel";"freetime";"goout";"Dalc";"Walc";"health";"absences";"G1";"G2";"G3";"Alc"
"GP";"F";16;"U";"GT3";"T";4;4;"services";"services";"reputation";"mother";1;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";3;2;3;"DA-Muy bajo";"WA-Bajo";2;10;13;13;14;"Alc-Muy bajo"
"GP";"F";16;"U";"GT3";"T";3;3;"other";"other";"reputation";"mother";3;2;0;"yes";"yes";"no";"yes";"yes";"yes";"no";"no";5;3;2;"DA-Muy bajo";"WA-Muy bajo";4;2;13;14;14;"Alc-Muy bajo"
"GP";"M";17;"U";"GT3";"T";3;2;"services";"services";"course";"mother";1;1;3;"no";"yes";"yes";"yes";"yes";"yes";"yes";"no";5;5;5;"DA-Bajo";"WA-Alto";5;2;8;8;7;"Alc-Medio"
"GP";"M";16;"U";"LE3";"T";4;3;"health";"other";"home";"father";1;1;0;"no";"no";"no";"yes";"yes";"yes";"yes";"no";3;1;3;"DA-Muy bajo";"WA-Medio";5;6;12;12;12;"Alc-Bajo"
"GP";"M";15;"U";"GT3";"T";4;3;"teacher";"other";"reputation";"mother";1;2;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";4;4;1;"DA-Muy bajo";"WA-Muy bajo";1;0;12;13;14;"Alc-Muy bajo"
"GP";"M";15;"U";"GT3";"T";4;4;"health";"health";"other";"father";1;1;0;"no";"yes";"yes";"no";"yes";"yes";"yes";"no";5;4;2;"DA-Muy bajo";"WA-Muy bajo";5;0;11;12;12;"Alc-Muy bajo"
"GP";"M";16;"U";"LE3";"T";4;2;"teacher";"other";"course";"mother";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"no";4;5;1;"DA-Muy bajo";"WA-Medio";5;0;12;13;14;"Alc-Bajo"
"GP";"M";16;"U";"LE3";"T";2;2;"other";"other";"reputation";"mother";2;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";5;4;4;"DA-Bajo";"WA-Alto";5;2;10;10;10;"Alc-Medio"
"GP";"F";15;"R";"GT3";"T";2;4;"services";"health";"course";"mother";1;3;0;"yes";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;2;"DA-Muy bajo";"WA-Muy bajo";5;2;10;11;10;"Alc-Muy bajo"
"GP";"F";16;"U";"GT3";"T";2;2;"services";"services";"home";"mother";1;1;0;"no";"yes";"no";"no";"no";"yes";"yes";"no";1;2;2;"DA-Muy bajo";"WA-Medio";5;6;10;11;12;"Alc-Bajo"
"GP";"M";15;"U";"GT3";"T";2;2;"other";"other";"home";"mother";1;1;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";4;2;2;"DA-Muy bajo";"WA-Bajo";5;8;11;12;12;"Alc-Muy bajo"
"GP";"M";15;"U";"GT3";"T";4;2;"health";"services";"other";"mother";1;1;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";2;2;4;"DA-Bajo";"WA-Alto";1;0;11;11;11;"Alc-Medio"
"GP";"M";16;"U";"LE3";"A";3;4;"services";"other";"home";"mother";1;2;0;"yes";"yes";"yes";"yes";"yes";"yes";"yes";"no";5;3;3;"DA-Muy bajo";"WA-Muy bajo";5;2;12;12;13;"Alc-Muy bajo"
"GP";"M";16;"U";"GT3";"T";4;4;"teacher";"teacher";"home";"mother";1;2;0;"no";"yes";"yes";"yes";"yes";"yes";"yes";"yes";4;4;5;"DA-Muy alto";"WA-Muy alto";5;4;12;11;12;"Alc-Muy alto"
"GP";"M";15;"U";"GT3";"T";4;4;"health";"services";"home";"mother";1;2;0;"no";"yes";"yes";"no";"no";"yes";"yes";"no";5;4;2;"DA-Medio";"WA-Alto";5;0;10;11;11;"Alc-Alto"
"GP";"M";15;"U";"GT3";"T";4;4;"services";"services";"reputation";"mother";2;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;1;"DA-Muy bajo";"WA-Muy bajo";5;2;15;15;15;"Alc-Muy bajo"
"GP";"M";15;"R";"GT3";"T";4;3;"teacher";"at_home";"course";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";4;5;2;"DA-Muy bajo";"WA-Muy bajo";5;0;13;14;15;"Alc-Muy bajo"
"GP";"M";15;"U";"LE3";"T";3;3;"other";"other";"course";"mother";1;2;0;"no";"no";"no";"yes";"no";"yes";"yes";"no";5;3;2;"DA-Muy bajo";"WA-Muy bajo";2;0;13;12;12;"Alc-Muy bajo"
"GP";"M";16;"U";"GT3";"T";3;2;"other";"other";"home";"mother";1;1;0;"no";"yes";"no";"no";"no";"yes";"yes";"no";5;4;3;"DA-Muy bajo";"WA-Muy bajo";5;4;12;12;12;"Alc-Muy bajo"
"GP";"F";15;"U";"GT3";"T";2;3;"other";"other";"other";"father";2;1;0;"no";"yes";"no";"yes";"yes";"yes";"no";"no";3;5;1;"DA-Muy bajo";"WA-Muy bajo";5;4;11;11;11;"Alc-Muy bajo"
"GP";"M";15;"U";"LE3";"T";4;3;"teacher";"services";"home";"mother";1;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";5;4;3;"DA-Muy bajo";"WA-Muy bajo";4;0;14;14;14;"Alc-Muy bajo"
"GP";"M";16;"R";"GT3";"A";4;4;"other";"teacher";"reputation";"mother";2;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";2;4;3;"DA-Muy bajo";"WA-Muy bajo";5;4;13;13;13;"Alc-Muy bajo"
"GP";"F";15;"R";"GT3";"T";3;4;"services";"health";"course";"mother";1;3;0;"yes";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;2;"DA-Muy bajo";"WA-Muy bajo";5;2;11;12;12;"Alc-Muy bajo"
"GP";"F";15;"R";"GT3";"T";2;2;"at_home";"other";"reputation";"mother";1;1;0;"yes";"yes";"no";"yes";"yes";"yes";"no";"no";4;3;1;"DA-Muy bajo";"WA-Muy bajo";2;8;14;13;12;"Alc-Muy bajo"
"GP";"F";16;"U";"LE3";"T";2;2;"other";"other";"home";"mother";2;2;0;"no";"yes";"no";"yes";"no";"yes";"yes";"yes";3;3;3;"DA-Muy bajo";"WA-Bajo";3;16;11;11;10;"Alc-Muy bajo"
"GP";"M";15;"U";"LE3";"T";4;4;"teacher";"other";"home";"other";1;1;0;"no";"yes";"no";"no";"no";"yes";"yes";"yes";5;4;3;"DA-Bajo";"WA-Alto";5;8;10;11;11;"Alc-Medio"
"GP";"M";15;"U";"GT3";"T";4;4;"services";"teacher";"course";"father";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;3;"DA-Muy bajo";"WA-Muy bajo";5;0;14;15;15;"Alc-Muy bajo"
"GP";"M";15;"U";"GT3";"T";2;2;"services";"services";"course";"father";1;1;0;"yes";"yes";"no";"no";"yes";"yes";"yes";"no";5;4;1;"DA-Muy bajo";"WA-Muy bajo";1;0;9;10;10;"Alc-Muy bajo"
"GP";"F";16;"U";"LE3";"T";2;2;"other";"at_home";"course";"father";2;2;1;"yes";"no";"no";"yes";"yes";"yes";"yes";"no";4;3;3;"DA-Bajo";"WA-Bajo";5;14;10;11;11;"Alc-Bajo"
"GP";"F";15;"U";"LE3";"A";4;3;"other";"other";"course";"mother";1;2;0;"yes";"yes";"yes";"yes";"yes";"yes";"yes";"yes";5;2;2;"DA-Muy bajo";"WA-Muy bajo";5;4;10;11;11;"Alc-Muy bajo"
"GP";"F";16;"U";"LE3";"A";3;3;"other";"services";"home";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";2;3;5;"DA-Muy bajo";"WA-Alto";3;6;13;12;13;"Alc-Medio"
"GP";"M";16;"U";"GT3";"T";4;3;"health";"services";"reputation";"mother";1;4;0;"no";"no";"no";"yes";"yes";"yes";"yes";"no";4;2;2;"DA-Muy bajo";"WA-Muy bajo";2;2;17;17;17;"Alc-Muy bajo"
"GP";"M";15;"U";"GT3";"T";4;2;"teacher";"other";"home";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"no";"no";4;3;3;"DA-Bajo";"WA-Bajo";5;4;11;12;13;"Alc-Bajo"
"GP";"F";15;"U";"GT3";"T";4;4;"services";"teacher";"other";"father";1;2;0;"yes";"yes";"no";"yes";"no";"yes";"yes";"no";4;4;4;"DA-Muy bajo";"WA-Muy bajo";3;2;13;12;12;"Alc-Muy bajo"
"GP";"F";16;"U";"LE3";"T";2;2;"services";"services";"course";"mother";3;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";4;3;3;"DA-Bajo";"WA-Medio";4;0;14;13;13;"Alc-Medio"
"GP";"F";15;"U";"LE3";"T";4;2;"health";"other";"other";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";4;3;3;"DA-Muy bajo";"WA-Muy bajo";5;0;16;14;16;"Alc-Muy bajo"
"GP";"M";15;"U";"LE3";"A";4;2;"health";"health";"other";"father";2;1;0;"no";"no";"no";"no";"yes";"yes";"no";"no";5;5;5;"DA-Medio";"WA-Alto";5;4;10;9;9;"Alc-Alto"
"GP";"F";15;"U";"GT3";"T";4;4;"services";"services";"course";"mother";1;1;0;"yes";"yes";"no";"no";"yes";"yes";"yes";"no";3;3;4;"DA-Bajo";"WA-Medio";5;0;13;12;12;"Alc-Medio"
"GP";"F";15;"U";"LE3";"A";3;3;"other";"other";"other";"mother";1;1;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";5;3;4;"DA-Alto";"WA-Alto";1;0;13;12;13;"Alc-Alto"
"GP";"F";16;"U";"GT3";"A";2;1;"other";"other";"other";"mother";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";5;3;4;"DA-Muy bajo";"WA-Muy bajo";2;2;12;13;12;"Alc-Muy bajo"
"GP";"F";15;"U";"GT3";"A";4;3;"services";"services";"reputation";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;2;"DA-Muy bajo";"WA-Muy bajo";1;0;15;14;15;"Alc-Muy bajo"
"GP";"M";15;"U";"GT3";"T";4;4;"teacher";"health";"reputation";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"no";"no";3;2;2;"DA-Muy bajo";"WA-Muy bajo";5;8;15;15;16;"Alc-Muy bajo"
"GP";"M";15;"U";"LE3";"T";1;2;"other";"at_home";"home";"father";1;2;0;"yes";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;2;"DA-Muy bajo";"WA-Muy bajo";5;0;14;13;14;"Alc-Muy bajo"
"GP";"F";16;"U";"GT3";"T";4;2;"services";"other";"course";"mother";1;2;0;"no";"yes";"yes";"no";"yes";"yes";"yes";"no";4;2;3;"DA-Muy bajo";"WA-Muy bajo";5;2;16;15;16;"Alc-Muy bajo"
"GP";"F";16;"R";"GT3";"T";4;4;"health";"teacher";"other";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"no";"no";2;4;4;"DA-Bajo";"WA-Medio";4;0;17;16;16;"Alc-Medio"
"GP";"F";16;"U";"GT3";"T";1;1;"services";"services";"course";"father";4;1;0;"yes";"yes";"no";"yes";"no";"yes";"yes";"yes";5;5;5;"DA-Muy alto";"WA-Muy alto";5;0;10;10;16;"Alc-Muy alto"
"GP";"F";16;"U";"LE3";"T";1;2;"other";"services";"reputation";"father";1;2;0;"yes";"no";"no";"yes";"yes";"yes";"yes";"no";4;4;3;"DA-Muy bajo";"WA-Muy bajo";1;0;13;13;10;"Alc-Muy bajo"
"GP";"F";16;"U";"GT3";"T";4;3;"teacher";"health";"home";"mother";1;3;0;"yes";"yes";"no";"yes";"yes";"yes";"yes";"no";3;4;4;"DA-Bajo";"WA-Alto";4;0;14;13;13;"Alc-Medio"
"GP";"F";15;"U";"LE3";"T";4;3;"services";"services";"reputation";"father";1;2;0;"yes";"no";"no";"yes";"yes";"yes";"yes";"yes";4;4;4;"DA-Bajo";"WA-Alto";2;0;13;12;12;"Alc-Medio"
"GP";"F";16;"U";"LE3";"T";4;3;"teacher";"services";"course";"mother";3;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";5;4;3;"DA-Muy bajo";"WA-Bajo";1;2;16;15;16;"Alc-Muy bajo"
"GP";"M";15;"U";"GT3";"A";4;4;"other";"services";"reputation";"mother";1;4;0;"no";"yes";"no";"yes";"no";"yes";"yes";"yes";1;3;3;"DA-Muy alto";"WA-Muy alto";3;0;11;12;12;"Alc-Muy alto"
"GP";"F";16;"U";"GT3";"T";3;1;"services";"other";"course";"mother";1;4;0;"yes";"yes";"no";"no";"yes";"yes";"yes";"no";4;3;3;"DA-Muy bajo";"WA-Bajo";5;0;10;9;10;"Alc-Muy bajo"
"GP";"F";15;"R";"LE3";"T";2;2;"health";"services";"reputation";"mother";2;2;0;"yes";"yes";"no";"no";"yes";"yes";"yes";"no";4;1;3;"DA-Muy bajo";"WA-Medio";4;0;11;10;11;"Alc-Bajo"
"GP";"F";15;"R";"LE3";"T";3;1;"other";"other";"reputation";"father";2;4;0;"no";"yes";"no";"no";"no";"yes";"yes";"no";4;4;2;"DA-Bajo";"WA-Medio";3;6;15;15;15;"Alc-Medio"
"GP";"M";16;"U";"GT3";"T";3;1;"other";"other";"reputation";"father";2;4;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";4;3;2;"DA-Muy bajo";"WA-Muy bajo";5;2;13;11;11;"Alc-Muy bajo"
"GP";"M";15;"U";"GT3";"T";4;2;"other";"other";"course";"mother";1;4;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";3;3;3;"DA-Muy bajo";"WA-Muy bajo";3;0;11;9;10;"Alc-Muy bajo"
"GP";"F";15;"R";"GT3";"T";1;1;"other";"other";"reputation";"mother";1;2;0;"yes";"yes";"no";"no";"no";"yes";"yes";"yes";3;3;4;"DA-Bajo";"WA-Alto";5;2;13;11;11;"Alc-Medio"
"GP";"M";16;"U";"GT3";"T";3;1;"other";"other";"reputation";"mother";1;1;0;"no";"no";"no";"yes";"yes";"yes";"no";"no";5;3;2;"DA-Bajo";"WA-Bajo";5;0;13;13;14;"Alc-Bajo"
"GP";"F";16;"U";"GT3";"T";3;3;"other";"services";"home";"mother";1;2;0;"yes";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;3;"DA-Bajo";"WA-Alto";5;4;11;11;11;"Alc-Medio"
"GP";"M";15;"U";"GT3";"T";4;3;"teacher";"other";"home";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;3;"DA-Bajo";"WA-Medio";5;0;11;11;11;"Alc-Medio"
"GP";"M";15;"U";"GT3";"T";4;0;"teacher";"other";"course";"mother";2;4;0;"no";"no";"no";"yes";"yes";"yes";"yes";"no";3;4;3;"DA-Muy bajo";"WA-Muy bajo";1;0;12;11;11;"Alc-Muy bajo"
"GP";"F";16;"U";"GT3";"T";2;2;"other";"other";"reputation";"mother";1;4;0;"no";"no";"no";"no";"yes";"yes";"yes";"yes";5;2;3;"DA-Muy bajo";"WA-Medio";3;1;13;13;13;"Alc-Bajo"
"GP";"M";17;"U";"GT3";"T";2;1;"other";"other";"home";"mother";2;1;3;"yes";"yes";"no";"yes";"yes";"no";"yes";"no";4;5;1;"DA-Muy bajo";"WA-Muy bajo";3;0;9;9;10;"Alc-Muy bajo"
"GP";"F";16;"U";"GT3";"T";3;4;"at_home";"other";"course";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";2;4;3;"DA-Muy bajo";"WA-Bajo";3;14;12;11;11;"Alc-Muy bajo"
"GP";"M";15;"U";"GT3";"T";2;3;"other";"services";"course";"father";1;1;0;"yes";"yes";"no";"yes";"no";"yes";"yes";"yes";3;2;2;"DA-Muy bajo";"WA-Medio";3;0;11;11;12;"Alc-Bajo"
"GP";"M";15;"U";"GT3";"T";2;3;"other";"other";"home";"mother";1;3;0;"yes";"no";"no";"no";"no";"yes";"yes";"no";5;3;2;"DA-Muy bajo";"WA-Bajo";5;2;10;9;9;"Alc-Muy bajo"
"GP";"F";15;"U";"LE3";"T";3;2;"services";"other";"reputation";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";4;4;4;"DA-Muy bajo";"WA-Muy bajo";5;4;12;11;11;"Alc-Muy bajo"
"GP";"M";15;"U";"LE3";"T";2;2;"services";"services";"home";"mother";2;2;0;"no";"no";"yes";"yes";"yes";"yes";"yes";"no";5;3;3;"DA-Muy bajo";"WA-Medio";4;2;13;12;13;"Alc-Bajo"
"GP";"F";15;"U";"GT3";"T";1;1;"other";"other";"home";"father";1;2;0;"no";"yes";"no";"yes";"no";"yes";"yes";"no";4;3;2;"DA-Bajo";"WA-Medio";4;2;13;12;12;"Alc-Medio"
"GP";"F";15;"U";"GT3";"T";4;4;"services";"services";"reputation";"father";2;2;0;"no";"no";"no";"no";"yes";"yes";"yes";"yes";4;4;4;"DA-Bajo";"WA-Medio";5;4;12;11;12;"Alc-Medio"
"GP";"F";16;"U";"LE3";"T";2;2;"at_home";"other";"course";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"no";"no";4;3;4;"DA-Muy bajo";"WA-Bajo";2;6;13;11;11;"Alc-Muy bajo"
"GP";"F";15;"U";"GT3";"T";4;2;"other";"other";"reputation";"mother";1;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";5;3;3;"DA-Muy bajo";"WA-Medio";1;4;15;15;15;"Alc-Bajo"
"GP";"M";16;"U";"GT3";"T";2;2;"services";"other";"reputation";"father";2;2;0;"no";"no";"no";"yes";"no";"yes";"yes";"no";4;4;2;"DA-Muy bajo";"WA-Muy bajo";3;6;12;10;11;"Alc-Muy bajo"
"GP";"M";16;"U";"LE3";"A";4;4;"teacher";"health";"reputation";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"no";"no";4;1;3;"DA-Medio";"WA-Muy alto";5;6;9;9;10;"Alc-Muy alto"
"GP";"F";16;"U";"GT3";"T";3;3;"other";"other";"home";"mother";1;3;0;"no";"yes";"no";"no";"yes";"yes";"yes";"yes";4;3;3;"DA-Muy bajo";"WA-Medio";4;2;9;11;11;"Alc-Bajo"
"GP";"F";15;"U";"GT3";"T";4;3;"services";"other";"reputation";"mother";1;1;0;"no";"no";"no";"yes";"yes";"yes";"yes";"no";4;5;5;"DA-Muy bajo";"WA-Medio";1;6;14;13;13;"Alc-Bajo"
"GP";"F";16;"U";"LE3";"T";3;1;"other";"other";"home";"father";1;2;0;"yes";"yes";"no";"no";"yes";"yes";"no";"no";3;3;3;"DA-Bajo";"WA-Medio";2;0;12;13;12;"Alc-Medio"
"GP";"F";16;"U";"GT3";"T";4;2;"teacher";"services";"home";"mother";2;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";5;3;3;"DA-Muy bajo";"WA-Muy bajo";1;2;13;14;14;"Alc-Muy bajo"
"GP";"M";15;"U";"LE3";"T";2;2;"services";"health";"reputation";"mother";1;4;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;4;"DA-Muy bajo";"WA-Muy bajo";4;2;11;12;12;"Alc-Muy bajo"
"GP";"F";15;"R";"GT3";"T";1;1;"at_home";"other";"home";"mother";2;4;0;"yes";"yes";"yes";"yes";"yes";"yes";"yes";"no";3;1;2;"DA-Muy bajo";"WA-Muy bajo";1;4;13;13;13;"Alc-Muy bajo"
"GP";"M";16;"R";"GT3";"T";4;3;"services";"other";"reputation";"mother";2;1;0;"yes";"yes";"yes";"yes";"no";"yes";"yes";"no";3;3;3;"DA-Muy bajo";"WA-Muy bajo";4;6;9;11;11;"Alc-Muy bajo"
"GP";"F";16;"U";"GT3";"T";2;1;"other";"other";"course";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"no";"yes";4;3;5;"DA-Muy bajo";"WA-Muy bajo";5;0;13;12;12;"Alc-Muy bajo"
"GP";"F";16;"U";"GT3";"T";4;4;"other";"other";"reputation";"mother";1;1;0;"no";"no";"no";"yes";"no";"yes";"yes";"no";5;3;4;"DA-Muy bajo";"WA-Bajo";1;4;12;13;13;"Alc-Muy bajo"
"GP";"F";16;"U";"GT3";"T";4;3;"other";"at_home";"course";"mother";1;3;0;"yes";"yes";"no";"no";"yes";"yes";"yes";"no";5;3;5;"DA-Muy bajo";"WA-Muy bajo";3;2;12;13;13;"Alc-Muy bajo"
"GP";"M";16;"U";"GT3";"T";4;4;"services";"services";"other";"mother";1;1;0;"yes";"yes";"no";"yes";"yes";"yes";"yes";"no";4;5;5;"DA-Muy alto";"WA-Muy alto";4;12;9;9;8;"Alc-Muy alto"
"GP";"M";16;"U";"GT3";"T";4;4;"services";"teacher";"other";"father";1;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";4;4;3;"DA-Muy bajo";"WA-Muy bajo";4;0;16;16;16;"Alc-Muy bajo"
"GP";"M";15;"U";"GT3";"T";4;4;"services";"other";"course";"mother";1;1;0;"no";"yes";"yes";"yes";"no";"yes";"yes";"no";5;3;3;"DA-Muy bajo";"WA-Muy bajo";5;2;12;13;12;"Alc-Muy bajo"
"GP";"F";15;"U";"GT3";"T";3;2;"services";"other";"home";"mother";2;2;0;"yes";"yes";"no";"no";"yes";"yes";"yes";"no";4;3;5;"DA-Muy bajo";"WA-Muy bajo";2;16;11;10;10;"Alc-Muy bajo"
"GP";"M";15;"U";"GT3";"A";3;4;"services";"other";"course";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";5;4;4;"DA-Muy bajo";"WA-Muy bajo";1;0;16;16;16;"Alc-Muy bajo"
"GP";"F";15;"U";"GT3";"A";3;3;"other";"health";"reputation";"father";1;4;0;"yes";"no";"no";"no";"yes";"yes";"no";"no";4;3;3;"DA-Muy bajo";"WA-Muy bajo";4;10;10;10;10;"Alc-Muy bajo"
"GP";"F";15;"U";"GT3";"T";2;2;"other";"other";"course";"mother";1;4;0;"yes";"yes";"no";"no";"yes";"yes";"yes";"no";5;1;2;"DA-Muy bajo";"WA-Muy bajo";3;4;10;10;10;"Alc-Muy bajo"
"GP";"M";16;"U";"GT3";"T";3;3;"services";"other";"home";"father";1;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";5;3;3;"DA-Muy bajo";"WA-Muy bajo";5;4;13;14;14;"Alc-Muy bajo"
"GP";"M";15;"R";"GT3";"T";4;4;"other";"other";"home";"father";4;4;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";1;3;5;"DA-Medio";"WA-Muy alto";1;8;12;10;11;"Alc-Muy alto"
"GP";"F";16;"U";"LE3";"T";4;4;"health";"health";"other";"mother";1;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";5;4;5;"DA-Muy bajo";"WA-Muy bajo";4;2;15;15;14;"Alc-Muy bajo"
"GP";"M";15;"U";"LE3";"A";4;4;"teacher";"teacher";"course";"mother";1;1;0;"no";"no";"no";"yes";"yes";"yes";"yes";"no";5;5;3;"DA-Muy bajo";"WA-Muy bajo";4;4;13;14;14;"Alc-Muy bajo"
"GP";"F";16;"R";"GT3";"T";3;3;"services";"other";"reputation";"father";1;3;0;"yes";"yes";"no";"yes";"yes";"yes";"yes";"no";4;1;2;"DA-Muy bajo";"WA-Muy bajo";2;4;11;11;11;"Alc-Muy bajo"
"GP";"F";16;"U";"GT3";"T";2;2;"at_home";"other";"home";"mother";1;2;1;"yes";"no";"no";"yes";"yes";"yes";"yes";"no";3;1;2;"DA-Muy bajo";"WA-Muy bajo";5;12;8;10;10;"Alc-Muy bajo"
