"school";"sex";"age";"address";"famsize";"Pstatus";"Medu";"Fedu";"Mjob";"Fjob";"reason";"guardian";"traveltime";"studytime";"failures";"schoolsup";"famsup";"paid";"activities";"nursery";"higher";"internet";"romantic";"famrel";"freetime";"goout";"Dalc";"Walc";"health";"absences";"G1";"G2";"G3";"Alc"
"GP";"M";"Age-Muy Joven";"U";"LE3";"A";"Medu-ESecundaria";"Fedu-ESuperior";"Mjob-services";"Fjob-other";"Reason-home";"Guard-mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"ScSup-yes";"FamSup-yes";"Paid-yes";"Actv-yes";"Nurs-yes";"High-yes";"Inet-yes";"<3-no";"FamR-Excelente";"FreeT-Medio";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Pocas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"Mjob-teacher";"Fjob-teacher";"Reason-home";"Guard-mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-yes";"Actv-yes";"Nurs-yes";"High-yes";"Inet-yes";"<3-yes";"FamR-Muy Bueno";"FreeT-Alto";"GO-Muy alto";"DA-Muy alto";"WA-Muy alto";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Si"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"Mjob-health";"Fjob-services";"Reason-home";"Guard-mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-yes";"Actv-no";"Nurs-no";"High-yes";"Inet-yes";"<3-no";"FamR-Excelente";"FreeT-Alto";"GO-Bajo";"DA-Medio";"WA-Alto";"HLT-Muy buena";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Si"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"Mjob-services";"Fjob-services";"Reason-reputation";"Guard-mother";"TvlT-Medio";"StuT-Medio";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-no";"Actv-yes";"Nurs-yes";"High-yes";"Inet-yes";"<3-no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Muy bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Pocas";"G1-Notable";"G2-Notable";"G3-Notable";"Alc-No"
"GP";"M";"Age-Muy Joven";"R";"GT3";"T";"Medu-ESuperior";"Fedu-ESecundaria";"Mjob-teacher";"Fjob-at_home";"Reason-course";"Guard-mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-no";"Actv-yes";"Nurs-yes";"High-yes";"Inet-yes";"<3-yes";"FamR-Muy Bueno";"FreeT-Muy Alto";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Cero";"G1-Aprobado";"G2-Notable";"G3-Notable";"Alc-No"
"GP";"M";"Age-Muy Joven";"U";"LE3";"T";"Medu-ESecundaria";"Fedu-ESecundaria";"Mjob-other";"Fjob-other";"Reason-course";"Guard-mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"ScSup-no";"FamSup-no";"Paid-no";"Actv-yes";"Nurs-no";"High-yes";"Inet-yes";"<3-no";"FamR-Excelente";"FreeT-Medio";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Mala";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESecundaria";"Fedu-E5toA9no";"Mjob-other";"Fjob-other";"Reason-home";"Guard-mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-no";"Actv-no";"Nurs-no";"High-yes";"Inet-yes";"<3-no";"FamR-Excelente";"FreeT-Alto";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"F";"Age-Muy Joven";"U";"GT3";"T";"Medu-E5toA9no";"Fedu-ESecundaria";"Mjob-other";"Fjob-other";"Reason-other";"Guard-father";"TvlT-Medio";"StuT-Bajo";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-no";"Actv-yes";"Nurs-yes";"High-yes";"Inet-no";"<3-no";"FamR-Bueno";"FreeT-Muy Alto";"GO-Muy bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"M";"Age-Muy Joven";"U";"LE3";"T";"Medu-ESuperior";"Fedu-ESecundaria";"Mjob-teacher";"Fjob-services";"Reason-home";"Guard-mother";"TvlT-Bajo";"StuT-Alto";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-no";"Actv-yes";"Nurs-yes";"High-yes";"Inet-yes";"<3-no";"FamR-Excelente";"FreeT-Alto";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Buena";"ABS-Cero";"G1-Notable";"G2-Notable";"G3-Notable";"Alc-No"
"GP";"M";"Age-Muy Joven";"R";"GT3";"A";"Medu-ESuperior";"Fedu-ESuperior";"Mjob-other";"Fjob-teacher";"Reason-reputation";"Guard-mother";"TvlT-Medio";"StuT-Alto";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-no";"Actv-yes";"Nurs-yes";"High-yes";"Inet-yes";"<3-yes";"FamR-Malo";"FreeT-Alto";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"F";"Age-Muy Joven";"R";"GT3";"T";"Medu-ESecundaria";"Fedu-ESuperior";"Mjob-services";"Fjob-health";"Reason-course";"Guard-mother";"TvlT-Bajo";"StuT-Alto";"Fail-Ninguno";"ScSup-yes";"FamSup-yes";"Paid-no";"Actv-yes";"Nurs-yes";"High-yes";"Inet-yes";"<3-no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Pocas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"F";"Age-Muy Joven";"R";"GT3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"Mjob-at_home";"Fjob-other";"Reason-reputation";"Guard-mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"ScSup-yes";"FamSup-yes";"Paid-no";"Actv-yes";"Nurs-yes";"High-yes";"Inet-no";"<3-no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Muy bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Mala";"ABS-Muchas";"G1-Notable";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"F";"Age-Muy Joven";"U";"LE3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"Mjob-other";"Fjob-other";"Reason-home";"Guard-mother";"TvlT-Medio";"StuT-Medio";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-no";"Actv-yes";"Nurs-no";"High-yes";"Inet-yes";"<3-yes";"FamR-Bueno";"FreeT-Medio";"GO-Medio";"DA-Muy bajo";"WA-Bajo";"HLT-Normal";"ABS-Muchas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"M";"Age-Muy Joven";"U";"LE3";"T";"Medu-ESuperior";"Fedu-ESuperior";"Mjob-teacher";"Fjob-other";"Reason-home";"Guard-other";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-no";"Actv-no";"Nurs-no";"High-yes";"Inet-yes";"<3-yes";"FamR-Excelente";"FreeT-Alto";"GO-Medio";"DA-Bajo";"WA-Alto";"HLT-Muy buena";"ABS-Muchas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Si"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"Mjob-services";"Fjob-teacher";"Reason-course";"Guard-father";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-no";"Actv-yes";"Nurs-yes";"High-yes";"Inet-yes";"<3-no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Cero";"G1-Notable";"G2-Notable";"G3-Notable";"Alc-No"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"Mjob-services";"Fjob-services";"Reason-course";"Guard-father";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"ScSup-yes";"FamSup-yes";"Paid-no";"Actv-no";"Nurs-yes";"High-yes";"Inet-yes";"<3-no";"FamR-Excelente";"FreeT-Alto";"GO-Muy bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy Mala";"ABS-Cero";"G1-Suspenso";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"F";"Age-Muy Joven";"U";"LE3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"Mjob-other";"Fjob-at_home";"Reason-course";"Guard-father";"TvlT-Medio";"StuT-Medio";"Fail-Muy Bajo";"ScSup-yes";"FamSup-no";"Paid-no";"Actv-yes";"Nurs-yes";"High-yes";"Inet-yes";"<3-no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Medio";"DA-Bajo";"WA-Bajo";"HLT-Muy buena";"ABS-Muchas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"F";"Age-Muy Joven";"U";"LE3";"A";"Medu-ESuperior";"Fedu-ESecundaria";"Mjob-other";"Fjob-other";"Reason-course";"Guard-mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"ScSup-yes";"FamSup-yes";"Paid-yes";"Actv-yes";"Nurs-yes";"High-yes";"Inet-yes";"<3-yes";"FamR-Excelente";"FreeT-Bajo";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-No"
"GP";"F";"Age-Muy Joven";"U";"LE3";"A";"Medu-ESecundaria";"Fedu-ESecundaria";"Mjob-other";"Fjob-services";"Reason-home";"Guard-mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"ScSup-no";"FamSup-yes";"Paid-no";"Actv-no";"Nurs-yes";"High-yes";"Inet-yes";"<3-no";"FamR-Malo";"FreeT-Medio";"GO-Muy alto";"DA-Muy bajo";"WA-Alto";"HLT-Normal";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Si"
