"school";"sex";"age";"address";"famsize";"Pstatus";"Medu";"Fedu";"Mjob";"Fjob";"reason";"guardian";"traveltime";"studytime";"failures";"schoolsup";"famsup";"paid";"activities";"nursery";"higher";"internet";"romantic";"famrel";"freetime";"goout";"Dalc";"Walc";"health";"absences";"G1";"G2";"G3";"Alc"
"GP";"F";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"teacher";"health";"reputation";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"no";"yes";"yes";"yes";"no";"FamR-Bueno";"FreeT-Medio";"GO-Medio";"DA-Muy bajo";"WA-Bajo";"HLT-Mala";"ABS-Pocas";"G1-Notable";"G2-Notable";"G3-Notable";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"GT3";"T";"Medu-E5toA9no";"Fedu-EPrimaria";"services";"other";"reputation";"father";"TvlT-Alto";"StuT-Alto";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"yes";"no";"FamR-Excelente";"FreeT-Bajo";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Buena";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"LE3";"T";"Medu-ESuperior";"Fedu-ESuperior";"health";"services";"course";"father";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Medio";"DA-Muy bajo";"WA-Medio";"HLT-Muy buena";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Bajo"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESecundaria";"teacher";"other";"course";"mother";"TvlT-Medio";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"no";"yes";"yes";"yes";"no";"FamR-Excelente";"FreeT-Alto";"GO-Medio";"DA-Muy bajo";"WA-Bajo";"HLT-Normal";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"GT3";"A";"Medu-E5toA9no";"Fedu-E5toA9no";"other";"other";"home";"other";"TvlT-Bajo";"StuT-Alto";"Fail-Ninguno";"no";"yes";"no";"no";"yes";"yes";"yes";"yes";"FamR-Muy Bueno";"FreeT-Muy Alto";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Normal";"ABS-Cero";"G1-Notable";"G2-Notable";"G3-Notable";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"health";"other";"home";"mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"no";"yes";"no";"no";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Alto";"GO-Alto";"DA-Muy bajo";"WA-Bajo";"HLT-Mala";"ABS-Bastantes";"G1-Sobresaliente";"G2-Sobresaliente";"G3-Sobresaliente";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"services";"services";"reputation";"mother";"TvlT-Bajo";"StuT-Alto";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"yes";"no";"FamR-Bueno";"FreeT-Bajo";"GO-Medio";"DA-Muy bajo";"WA-Bajo";"HLT-Mala";"ABS-Muchas";"G1-Aprobado";"G2-Aprobado";"G3-Notable";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESecundaria";"Fedu-ESecundaria";"other";"other";"reputation";"mother";"TvlT-Alto";"StuT-Medio";"Fail-Ninguno";"yes";"yes";"no";"yes";"yes";"yes";"no";"no";"FamR-Excelente";"FreeT-Medio";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Buena";"ABS-Pocas";"G1-Aprobado";"G2-Notable";"G3-Notable";"Alc-Muy bajo"
"GP";"M";"Age-Joven";"U";"GT3";"T";"Medu-ESecundaria";"Fedu-E5toA9no";"services";"services";"course";"mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Alto";"no";"yes";"yes";"yes";"yes";"yes";"yes";"no";"FamR-Excelente";"FreeT-Muy Alto";"GO-Muy alto";"DA-Bajo";"WA-Alto";"HLT-Muy buena";"ABS-Pocas";"G1-Suspenso";"G2-Suspenso";"G3-Suspenso";"Alc-Medio"
"GP";"M";"Age-Muy Joven";"U";"LE3";"T";"Medu-ESuperior";"Fedu-ESecundaria";"health";"other";"home";"father";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"no";"no";"no";"yes";"yes";"yes";"yes";"no";"FamR-Bueno";"FreeT-Muy Bajo";"GO-Medio";"DA-Muy bajo";"WA-Medio";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Bajo"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESecundaria";"teacher";"other";"reputation";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"no";"no";"no";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Alto";"GO-Muy bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy Mala";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Notable";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"health";"health";"other";"father";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"no";"yes";"yes";"no";"yes";"yes";"yes";"no";"FamR-Excelente";"FreeT-Alto";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"LE3";"T";"Medu-ESuperior";"Fedu-E5toA9no";"teacher";"other";"course";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"no";"no";"yes";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Muy Alto";"GO-Muy bajo";"DA-Muy bajo";"WA-Medio";"HLT-Muy buena";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Notable";"Alc-Bajo"
"GP";"M";"Age-Muy Joven";"U";"LE3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"other";"other";"reputation";"mother";"TvlT-Medio";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"yes";"no";"FamR-Excelente";"FreeT-Alto";"GO-Alto";"DA-Bajo";"WA-Alto";"HLT-Muy buena";"ABS-Pocas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Medio"
"GP";"F";"Age-Muy Joven";"R";"GT3";"T";"Medu-E5toA9no";"Fedu-ESuperior";"services";"health";"course";"mother";"TvlT-Bajo";"StuT-Alto";"Fail-Ninguno";"yes";"yes";"no";"yes";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Pocas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"GT3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"services";"services";"home";"mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"no";"yes";"no";"no";"no";"yes";"yes";"no";"FamR-Muy Malo";"FreeT-Bajo";"GO-Bajo";"DA-Muy bajo";"WA-Medio";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Bajo"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"other";"other";"home";"mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"no";"yes";"no";"no";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Bajo";"GO-Bajo";"DA-Muy bajo";"WA-Bajo";"HLT-Muy buena";"ABS-Muchas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-E5toA9no";"health";"services";"other";"mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"no";"no";"no";"no";"yes";"yes";"yes";"no";"FamR-Malo";"FreeT-Bajo";"GO-Alto";"DA-Bajo";"WA-Alto";"HLT-Muy Mala";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Medio"
"GP";"M";"Age-Muy Joven";"U";"LE3";"A";"Medu-ESecundaria";"Fedu-ESuperior";"services";"other";"home";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"yes";"yes";"yes";"yes";"yes";"yes";"yes";"no";"FamR-Excelente";"FreeT-Medio";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Pocas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"teacher";"teacher";"home";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"yes";"yes";"yes";"yes";"yes";"yes";"yes";"FamR-Muy Bueno";"FreeT-Alto";"GO-Muy alto";"DA-Muy alto";"WA-Muy alto";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy alto"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"health";"services";"home";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"yes";"yes";"no";"no";"yes";"yes";"no";"FamR-Excelente";"FreeT-Alto";"GO-Bajo";"DA-Medio";"WA-Alto";"HLT-Muy buena";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Alto"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"services";"services";"reputation";"mother";"TvlT-Medio";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Muy bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Pocas";"G1-Notable";"G2-Notable";"G3-Notable";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"R";"GT3";"T";"Medu-ESuperior";"Fedu-ESecundaria";"teacher";"at_home";"course";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";"FamR-Muy Bueno";"FreeT-Muy Alto";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Cero";"G1-Aprobado";"G2-Notable";"G3-Notable";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"LE3";"T";"Medu-ESecundaria";"Fedu-ESecundaria";"other";"other";"course";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"no";"no";"yes";"no";"yes";"yes";"no";"FamR-Excelente";"FreeT-Medio";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Mala";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESecundaria";"Fedu-E5toA9no";"other";"other";"home";"mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"no";"yes";"no";"no";"no";"yes";"yes";"no";"FamR-Excelente";"FreeT-Alto";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"GT3";"T";"Medu-E5toA9no";"Fedu-ESecundaria";"other";"other";"other";"father";"TvlT-Medio";"StuT-Bajo";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"no";"no";"FamR-Bueno";"FreeT-Muy Alto";"GO-Muy bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"LE3";"T";"Medu-ESuperior";"Fedu-ESecundaria";"teacher";"services";"home";"mother";"TvlT-Bajo";"StuT-Alto";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"yes";"no";"FamR-Excelente";"FreeT-Alto";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Buena";"ABS-Cero";"G1-Notable";"G2-Notable";"G3-Notable";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"R";"GT3";"A";"Medu-ESuperior";"Fedu-ESuperior";"other";"teacher";"reputation";"mother";"TvlT-Medio";"StuT-Alto";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";"FamR-Malo";"FreeT-Alto";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"R";"GT3";"T";"Medu-ESecundaria";"Fedu-ESuperior";"services";"health";"course";"mother";"TvlT-Bajo";"StuT-Alto";"Fail-Ninguno";"yes";"yes";"no";"yes";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Pocas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"R";"GT3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"at_home";"other";"reputation";"mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"yes";"yes";"no";"yes";"yes";"yes";"no";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Muy bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Mala";"ABS-Muchas";"G1-Notable";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"LE3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"other";"other";"home";"mother";"TvlT-Medio";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"yes";"no";"yes";"yes";"yes";"FamR-Bueno";"FreeT-Medio";"GO-Medio";"DA-Muy bajo";"WA-Bajo";"HLT-Normal";"ABS-Muchas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"LE3";"T";"Medu-ESuperior";"Fedu-ESuperior";"teacher";"other";"home";"other";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"no";"yes";"no";"no";"no";"yes";"yes";"yes";"FamR-Excelente";"FreeT-Alto";"GO-Medio";"DA-Bajo";"WA-Alto";"HLT-Muy buena";"ABS-Muchas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Medio"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"services";"teacher";"course";"father";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Cero";"G1-Notable";"G2-Notable";"G3-Notable";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"services";"services";"course";"father";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"yes";"yes";"no";"no";"yes";"yes";"yes";"no";"FamR-Excelente";"FreeT-Alto";"GO-Muy bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy Mala";"ABS-Cero";"G1-Suspenso";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"LE3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"other";"at_home";"course";"father";"TvlT-Medio";"StuT-Medio";"Fail-Muy Bajo";"yes";"no";"no";"yes";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Medio";"DA-Bajo";"WA-Bajo";"HLT-Muy buena";"ABS-Muchas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Bajo"
"GP";"F";"Age-Muy Joven";"U";"LE3";"A";"Medu-ESuperior";"Fedu-ESecundaria";"other";"other";"course";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"yes";"yes";"yes";"yes";"yes";"yes";"yes";"yes";"FamR-Excelente";"FreeT-Bajo";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"LE3";"A";"Medu-ESecundaria";"Fedu-ESecundaria";"other";"services";"home";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"no";"yes";"yes";"yes";"no";"FamR-Malo";"FreeT-Medio";"GO-Muy alto";"DA-Muy bajo";"WA-Alto";"HLT-Normal";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Medio"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESecundaria";"health";"services";"reputation";"mother";"TvlT-Bajo";"StuT-Muy Alto";"Fail-Ninguno";"no";"no";"no";"yes";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Bajo";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Mala";"ABS-Pocas";"G1-Sobresaliente";"G2-Sobresaliente";"G3-Sobresaliente";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-E5toA9no";"teacher";"other";"home";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"no";"yes";"yes";"no";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Medio";"DA-Bajo";"WA-Bajo";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Bajo"
"GP";"F";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"services";"teacher";"other";"father";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"yes";"yes";"no";"yes";"no";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Alto";"GO-Alto";"DA-Muy bajo";"WA-Muy bajo";"HLT-Normal";"ABS-Pocas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"LE3";"T";"Medu-E5toA9no";"Fedu-E5toA9no";"services";"services";"course";"mother";"TvlT-Alto";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"no";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Medio";"DA-Bajo";"WA-Medio";"HLT-Buena";"ABS-Cero";"G1-Notable";"G2-Aprobado";"G3-Aprobado";"Alc-Medio"
"GP";"F";"Age-Muy Joven";"U";"LE3";"T";"Medu-ESuperior";"Fedu-E5toA9no";"health";"other";"other";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"no";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Medio";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy buena";"ABS-Cero";"G1-Notable";"G2-Notable";"G3-Notable";"Alc-Muy bajo"
"GP";"M";"Age-Muy Joven";"U";"LE3";"A";"Medu-ESuperior";"Fedu-E5toA9no";"health";"health";"other";"father";"TvlT-Medio";"StuT-Bajo";"Fail-Ninguno";"no";"no";"no";"no";"yes";"yes";"no";"no";"FamR-Excelente";"FreeT-Muy Alto";"GO-Muy alto";"DA-Medio";"WA-Alto";"HLT-Muy buena";"ABS-Bastantes";"G1-Aprobado";"G2-Suspenso";"G3-Suspenso";"Alc-Alto"
"GP";"F";"Age-Muy Joven";"U";"GT3";"T";"Medu-ESuperior";"Fedu-ESuperior";"services";"services";"course";"mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"yes";"yes";"no";"no";"yes";"yes";"yes";"no";"FamR-Bueno";"FreeT-Medio";"GO-Alto";"DA-Bajo";"WA-Medio";"HLT-Muy buena";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Medio"
"GP";"F";"Age-Muy Joven";"U";"LE3";"A";"Medu-ESecundaria";"Fedu-ESecundaria";"other";"other";"other";"mother";"TvlT-Bajo";"StuT-Bajo";"Fail-Ninguno";"no";"no";"no";"no";"yes";"yes";"yes";"no";"FamR-Excelente";"FreeT-Medio";"GO-Alto";"DA-Alto";"WA-Alto";"HLT-Muy Mala";"ABS-Cero";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Alto"
"GP";"F";"Age-Muy Joven";"U";"GT3";"A";"Medu-E5toA9no";"Fedu-EPrimaria";"other";"other";"other";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"no";"no";"yes";"yes";"yes";"yes";"yes";"FamR-Excelente";"FreeT-Medio";"GO-Alto";"DA-Muy bajo";"WA-Muy bajo";"HLT-Mala";"ABS-Pocas";"G1-Aprobado";"G2-Aprobado";"G3-Aprobado";"Alc-Muy bajo"
"GP";"F";"Age-Muy Joven";"U";"GT3";"A";"Medu-ESuperior";"Fedu-ESecundaria";"services";"services";"reputation";"mother";"TvlT-Bajo";"StuT-Medio";"Fail-Ninguno";"no";"yes";"no";"yes";"yes";"yes";"yes";"no";"FamR-Muy Bueno";"FreeT-Medio";"GO-Bajo";"DA-Muy bajo";"WA-Muy bajo";"HLT-Muy Mala";"ABS-Cero";"G1-Notable";"G2-Notable";"G3-Notable";"Alc-Muy bajo"
